meal_names,meal_ingredients,meal_tags,meal_urls,meal_cousine_names,meal_images
Хумус со шпинатом,"{'Нут': '200 г', 'Тахини': '1 столовая ложка', 'Оливковое масло': 'по вкусу', 'Лимон': '1 штука', 'Чеснок': '2 зубчика', 'Кинза': '30 г', 'Шпинат': '150 г', 'Соль': 'по вкусу', 'Молотый черный перец': 'по вкусу'}","['Пошаговые рецепты', 'Закуски', 'Еврейская кухня', 'Веганская еда']",https://eda.ru/recepty/zakuski/humus-so-shpinatom-91560,Еврейская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/120213175134/161214164719/p_O.jpg
Лососина в тесте,"{'Филе лосося': '600 г', 'Слоеное тесто': '750 г', 'Куриное яйцо': '1 штука', 'Сливочное масло': '50 г', 'Семена фенхеля': '½ чайной ложки', 'Черный перец горошком': '½ чайной ложки', 'Лимонная цедра': '½ штуки', 'Укроп': '½ чайной ложки', 'Соль': 'щепотка', 'Пшеничная мука': 'щепотка'}","['Пошаговые рецепты', 'Основные блюда', 'Еврейская кухня']",https://eda.ru/recepty/osnovnye-blyuda/lososina-v-teste-57744,Еврейская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/120329181829/160212121211/p_O.jpg
"Кекс из семолы, кокосового ореха и мармелада","{'Мука semola': '180 г', 'Оливковое масло IDEAL': '180 мл', 'Апельсиновый сок': '240 мл', 'Апельсиновый маринад': '160 г', 'Куриное яйцо': '4 штуки', 'Цедра апельсина': '1 штука', 'Сахар': '270 г', 'Кокосовая стружка': '70 г', 'Пшеничная мука': '90 г', 'Молотый миндаль': '2 столовые ложки', 'Разрыхлитель': '2 чайные ложки', 'Греческий йогурт': 'по вкусу', 'Вода': '140 мл', 'Померанцевая вода': '1 столовая ложка'}","['Пошаговые рецепты', 'Выпечка и десерты', 'Еврейская кухня']",https://eda.ru/recepty/vypechka-deserty/keks-iz-semoly-kokosovogo-oreha-i-marmelada-57038,Еврейская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/150525210126/160226165835/p_O.jpg
Творожный пирог со сливочным сыром,"{'Сливочное масло': '75 г', 'Соль': '1 чайная ложка', 'Печенье «Юбилейное»': '120 г', 'Творог 18%-ный': '375 г', 'Сливочный сыр': '375 г', 'Ванильный экстракт': '1 чайная ложка', 'Куриное яйцо': '5 штук', 'Сметана': '210 г', 'Кукурузная мука': '65 г', 'Сахар': '160 г'}","['Выпечка и десерты', 'Еврейская кухня']",https://eda.ru/recepty/vypechka-deserty/tvorozhnyy-pirog-so-slivochnym-syrom-27289,Еврейская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/150601195902/150610141455/p_O.jpg
Баранина по‑сефардски,"{'Баранья лопатка': '1 штука', 'Репчатый лук': '2 головки', 'Подсолнечное масло': '1 столовая ложка', 'Кумин (зира)': '½ чайной ложки', 'Молотый кайенский  перец': '½ чайной ложки', 'Молотая корица': '1 чайная ложка', 'Шафран': '½ чайной ложки', 'Чеснок': '4 зубчика', 'Имбирь': '¼ штуки', 'Мускатный орех': '¼ штуки', 'Чернослив': '80 г', 'Курага': '80 г', 'Финики': '80 г', 'Кинза': 'по вкусу', 'Соль': 'по вкусу'}","['Основные блюда', 'Еврейская кухня']",https://eda.ru/recepty/osnovnye-blyuda/baranina-po-sefardski-31619,Еврейская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/121017153819/150616150003/p_O.jpg
Форшмак с зелеными яблоками,"{'Филе сельди': '500 г', 'Куриное яйцо': '3 штуки', 'Белый хлеб': '3 куска', 'Зеленые яблоки': '1,5 штуки', 'Репчатый лук': '½ головки', 'Белый бальзамический уксус': '1 чайная ложка', 'Маца': '3 куска', 'Петрушка': 'по вкусу'}","['Закуски', 'Еврейская кухня', 'Низкокалорийная еда']",https://eda.ru/recepty/zakuski/forshmak-s-zelenimi-jablokami-30408,Еврейская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/120131082227/130630180324/p_O.jpg
Пармезанный дантель,"{'Сыр пармезан': '70 г', 'Пшеничная мука': '10 г', 'Грецкие орехи': '30 г', 'Тимьян': '2 г', 'Сыр рокфор': '150 г', 'Чеснок': '1 зубчик', 'Сливки 33%-ные': '40 мл', 'Оливки': '8 штук', 'Молотый белый перец': 'по вкусу'}","['Закуски', 'Еврейская кухня']",https://eda.ru/recepty/zakuski/parmezannij-dantel-23868,Еврейская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/120131085824/131129121440/p_O.jpg
Кисло-сладкое жаркое,"{'Картофель': '1 кг', 'Кошерная говядина': '1 кг', 'Чернослив без косточек': '200 г', 'Репчатый лук': '5 головок', 'Морковь': '2 штуки', 'Соль': 'по вкусу', 'Растительное масло': '1 столовая ложка', 'Молотый черный перец': 'по вкусу'}","['Основные блюда', 'Еврейская кухня']",https://eda.ru/recepty/osnovnye-blyuda/kislo-sladkoe-zharkoe-31623,Еврейская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/121018180012/150616150226/p_O.jpg
Фарфалле с вяленой икрой и помидорами,"{'Оливковое масло': '50 мл', 'Паста фарфалле (бабочки)': '500 г', 'Тимьян': '3 стебля', 'Петрушка': '20 г', 'Эстрагон': '10 г', 'Помидоры черри': '500 г', 'Чеснок': '4 зубчика', 'Вяленая икра': '100 г', 'Сладкий красный лук': '1 головка', 'Соль': 'по вкусу', 'Молотый черный перец': 'по вкусу'}","['Основные блюда', 'Еврейская кухня']",https://eda.ru/recepty/osnovnye-blyuda/farfalle-s-vyalenoy-ikroy-i-pomidorami-28355,Еврейская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/150601195903/150610155048/p_O.jpg
Редька со шкварками,"{'Зеленая редька': '500 г', 'Репчатый лук': '3 головки', 'Молотый черный перец': 'по вкусу', 'Куриный жир с кожей': '300 г', 'Соль': 'по вкусу'}","['Закуски', 'Еврейская кухня']",https://eda.ru/recepty/zakuski/redka-so-shkvarkami-47459,Еврейская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/141122084325/141201194623/p_O.jpg
Куриные грудки с цветной капустой,"{'Филе куриной грудки': '2 штуки', 'Репчатый лук': '1 головка', 'Цветная капуста': '800 г', 'Подсолнечное масло': '1 столовая ложка', 'Панировочные сухари': '1 столовая ложка', 'Карри': 'по вкусу', 'Соль': 'по вкусу'}","['Основные блюда', 'Еврейская кухня']",https://eda.ru/recepty/osnovnye-blyuda/kurinie-grudki-s-cvetnoj-kapustoj-31614,Еврейская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/150129174802/150205180043/p_O.jpg
Фаршированный карп,"{'Карп': '1 штука', 'Белый хлеб': '150 г', 'Репчатый лук': '3 головки', 'Свекла': '3 штуки', 'Морковь': '3 штуки', 'Оливковое масло extra virgin': '1,5 чайные ложки', 'Луковая шелуха': '10 штук', 'Соль': 'по вкусу', 'Свежий перец': 'по вкусу'}","['Закуски', 'Еврейская кухня']",https://eda.ru/recepty/zakuski/farshirovannij-karp-31616,Еврейская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/121012184428/150616145905/p_O.jpg
Фаршированный зеркальный карп,"{'Филе карпа': '500 г', 'Репчатый лук': '3 штуки', 'Булочка': '200 г', 'Молоко': '100 мл', 'Соль': 'по вкусу', 'Молотый черный перец': 'по вкусу'}","['Закуски', 'Еврейская кухня']",https://eda.ru/recepty/zakuski/farshirovannij-zerkalnij-karp-50871,Еврейская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/110816121851/150602120218/p_O.jpg
Латкес,"{'Картофель': '600 г', 'Пастернак': '300 г', 'Шнитт-лук': '30 г', 'Яичный белок': '4 штуки', 'Кукурузный крахмал': '2 столовые ложки', 'Сливочное масло': '80 г', 'Подсолнечное масло': '100 мл', 'Соль': 'по вкусу', 'Свежемолотый черный перец': 'по вкусу', 'Сметана': 'по вкусу'}","['Закуски', 'Еврейская кухня']",https://eda.ru/recepty/zakuski/latkes-57033,Еврейская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/170305005240/201104221802/p_O.jpg
Суп харчо,"{'Говядина': '400 г', 'Репчатый лук': '3 штуки', 'Рис': '4 столовые ложки', 'Помидоры': '500 г', 'Укроп': 'по вкусу', 'Петрушка': 'по вкусу', 'Специи': 'по вкусу', 'Чеснок': '1 зубчик', 'Кинза': 'по вкусу'}","['Пошаговые рецепты', 'Супы', 'Грузинская кухня']",https://eda.ru/recepty/supy/sup-harcho-33916,Грузинская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/140902214744/140910171546/p_O.jpg
Хинкали,"{'Пшеничная мука': '500 г', 'Вода': '300 мл', 'Соль': '1,5 чайные ложки', 'Телятина': '250 г', 'Говядина': '250 г', 'Сало': '100 г', 'Репчатый лук': '100 г', 'Чеснок': '2 зубчика', 'Молотый кумин (зира)': 'по вкусу', 'Красный перец чили': 'по вкусу', 'Кинза': 'по вкусу'}","['Пошаговые рецепты', 'Основные блюда', 'Грузинская кухня']",https://eda.ru/recepty/osnovnye-blyuda/hinkali-26016,Грузинская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/170224135654/191007120255/p_O.jpg
